Model,FPR,TPR,Threshold
Logistic Regression,0.06351883080382237,0.6105357946870779,0.8167161247172662
Logistic Regression,0.06408094435075885,0.6105357946870779,0.8164448803535628
Logistic Regression,0.06408094435075885,0.6109860423232778,0.8156524714331678
Logistic Regression,0.06464305789769534,0.6109860423232778,0.8156083915634655
Logistic Regression,0.06464305789769534,0.6114362899594777,0.815308891625721
Logistic Regression,0.06520517144463181,0.6114362899594777,0.8151958443174927
Logistic Regression,0.06520517144463181,0.6141377757766772,0.8140580581840039
Logistic Regression,0.0657672849915683,0.6141377757766772,0.8132606778941956
Logistic Regression,0.0657672849915683,0.6213417379558758,0.8091130189979466
Logistic Regression,0.06632939853850478,0.6213417379558758,0.8082370018580668
Logistic Regression,0.06632939853850478,0.6312471859522738,0.8035521839127032
Logistic Regression,0.06689151208544127,0.6312471859522738,0.8035003754941192
Logistic Regression,0.06689151208544127,0.6316974335884736,0.8034397719195617
Logistic Regression,0.06745362563237774,0.6316974335884736,0.803304751959939
Logistic Regression,0.06745362563237774,0.6330481764970733,0.8020801995788999
Logistic Regression,0.06801573917931422,0.6330481764970733,0.8013039636925676
Logistic Regression,0.06801573917931422,0.6361999099504727,0.7983785683995137
Logistic Regression,0.06857785272625071,0.6361999099504727,0.7982915662167975
Logistic Regression,0.06857785272625071,0.6420531292210716,0.7927827961077553
Logistic Regression,0.06970207982012366,0.6420531292210716,0.7921798670553336
Logistic Regression,0.06970207982012366,0.6434038721296713,0.7901212840020279
Logistic Regression,0.07026419336706015,0.6434038721296713,0.7899228915507865
Logistic Regression,0.07026419336706015,0.6443043674020711,0.788950929541338
Logistic Regression,0.07082630691399663,0.6443043674020711,0.7889025664062618
Logistic Regression,0.07082630691399663,0.6456551103106709,0.7879035186162483
Logistic Regression,0.0713884204609331,0.6456551103106709,0.7869625591703471
Logistic Regression,0.0713884204609331,0.6465556055830707,0.7861653599894034
Logistic Regression,0.07307476110174255,0.6465556055830707,0.7841394180545678
Logistic Regression,0.07307476110174255,0.6470058532192706,0.7840046097563881
Logistic Regression,0.07363687464867903,0.6470058532192706,0.7839602672177449
Logistic Regression,0.07363687464867903,0.6479063484916704,0.7836564054348707
Logistic Regression,0.07419898819561552,0.6479063484916704,0.7829422831250525
Logistic Regression,0.07419898819561552,0.6488068437640703,0.7821334173283749
Logistic Regression,0.07532321528948847,0.6488068437640703,0.78184518240602
Logistic Regression,0.07532321528948847,0.65015758667267,0.7808663997004728
Logistic Regression,0.07588532883642496,0.65015758667267,0.7806679471945668
Logistic Regression,0.07588532883642496,0.655110310670869,0.7760671083147815
Logistic Regression,0.07700955593029792,0.655110310670869,0.7753155157881527
Logistic Regression,0.07700955593029792,0.6591625393966681,0.7713103570073281
Logistic Regression,0.0775716694772344,0.6591625393966681,0.7705447160328659
Logistic Regression,0.0775716694772344,0.6659162539396668,0.7669173897087276
Logistic Regression,0.07813378302417089,0.6659162539396668,0.766041644235217
Logistic Regression,0.07813378302417089,0.6713192255740658,0.7601471859351562
Logistic Regression,0.07869589657110736,0.6713192255740658,0.7588591153373201
Logistic Regression,0.07869589657110736,0.6722197208464655,0.7583411628589833
Logistic Regression,0.07925801011804384,0.6722197208464655,0.7578918560456626
Logistic Regression,0.07925801011804384,0.6776226924808645,0.7532802905641509
Logistic Regression,0.07982012366498033,0.6776226924808645,0.7531017658040992
Logistic Regression,0.07982012366498033,0.6785231877532643,0.7520736504778938
Logistic Regression,0.08038223721191681,0.6785231877532643,0.7519903294425524
Logistic Regression,0.08038223721191681,0.6789734353894642,0.7510966742804659
Logistic Regression,0.08094435075885328,0.6789734353894642,0.7504745467078155
Logistic Regression,0.08094435075885328,0.6807744259342638,0.74907493366995
Logistic Regression,0.08150646430578977,0.6807744259342638,0.7485833325123362
Logistic Regression,0.08150646430578977,0.6843764070238632,0.7467507855006932
Logistic Regression,0.08206857785272625,0.6843764070238632,0.7462545029672567
Logistic Regression,0.08206857785272625,0.6902296262944619,0.7413004246613284
Logistic Regression,0.08263069139966273,0.6902296262944619,0.739144126775679
Logistic Regression,0.08263069139966273,0.6920306168392616,0.7370567761811396
Logistic Regression,0.08319280494659921,0.6920306168392616,0.736936500748106
Logistic Regression,0.08319280494659921,0.694732102656461,0.734255511348536
Logistic Regression,0.0837549184935357,0.694732102656461,0.7340458487199395
Logistic Regression,0.0837549184935357,0.695182350292661,0.7336165296354914
Logistic Regression,0.08431703204047218,0.695182350292661,0.7329261905246419
Logistic Regression,0.08431703204047218,0.6987843313822603,0.7294186841907304
Logistic Regression,0.08487914558740865,0.6987843313822603,0.7288510139250427
Logistic Regression,0.08487914558740865,0.6992345790184602,0.7287386619193854
Logistic Regression,0.08544125913434514,0.6992345790184602,0.7284112257957689
Logistic Regression,0.08544125913434514,0.704637550652859,0.7226898351543339
Logistic Regression,0.08600337268128162,0.704637550652859,0.7225960388894354
Logistic Regression,0.08600337268128162,0.7059882935614588,0.7222251442226755
Logistic Regression,0.0865654862282181,0.7059882935614588,0.7222066437043221
Logistic Regression,0.0865654862282181,0.710040522287258,0.7185164443432094
Logistic Regression,0.08712759977515458,0.710040522287258,0.7175653468681688
Logistic Regression,0.08712759977515458,0.7109410175596578,0.7169786748171701
Logistic Regression,0.08768971332209106,0.7109410175596578,0.7165327091607957
Logistic Regression,0.08768971332209106,0.7145429986492571,0.7118510042316315
Logistic Regression,0.08825182686902755,0.7145429986492571,0.7106101684873237
Logistic Regression,0.08825182686902755,0.715443493921657,0.7099887501012492
Logistic Regression,0.08881394041596402,0.715443493921657,0.7099347541558377
